JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration,row_num
536,55,17,2025-06-30,ProductPage,View,272,1
537,52,6,2025-04-01,productpage,View,291,1
538,25,9,2024-04-11,Homepage,View,232,1
539,18,1,2023-02-27,productpage,View,139,1
540,28,6,2024-05-27,Homepage,Click,122,1
541,70,1,2023-11-12,Checkout,Purchase,194,1
542,43,2,2023-05-02,Homepage,View,16,1
543,7,7,2024-06-26,Checkout,Drop-off,NULL,1
544,58,3,2024-04-20,ProductPage,View,89,1
545,81,19,2024-02-24,Homepage,View,248,1
546,77,2,2025-03-21,Homepage,View,257,1
547,15,7,2023-05-24,ProductPage,View,13,1
548,84,17,2023-04-09,Homepage,View,254,1
549,50,4,2023-08-18,Homepage,View,110,1
550,77,14,2025-06-14,Checkout,Drop-off,NULL,1
551,94,11,2023-06-22,Homepage,Click,115,1
552,93,7,2023-10-27,Homepage,Click,146,1
553,39,16,2024-05-18,Homepage,Click,119,1
554,95,7,2023-03-17,Homepage,View,266,1
555,53,5,2023-09-14,Homepage,View,247,1
556,97,12,2024-08-15,ProductPage,View,111,1
557,8,12,2025-07-16,Checkout,Drop-off,NULL,1
558,42,17,2024-03-31,Checkout,Drop-off,NULL,1
559,88,7,2025-12-11,Checkout,Drop-off,NULL,1
560,53,8,2024-12-05,ProductPage,View,129,1
561,1,20,2025-07-04,Homepage,Click,225,1
562,17,20,2024-02-04,Homepage,Click,46,1
563,65,20,2023-08-18,ProductPage,Click,283,1
564,19,16,2025-06-02,ProductPage,Click,252,1
565,26,2,2023-11-16,Homepage,Click,64,1
566,25,12,2025-09-27,Checkout,Purchase,188,1
567,97,10,2025-09-02,homepage,View,105,1
568,95,3,2023-07-25,Homepage,View,155,1
569,4,9,2025-05-09,ProductPage,View,54,1
570,29,5,2025-11-25,ProductPage,View,193,1
571,10,15,2025-01-05,Homepage,View,48,1
572,36,20,2024-03-07,Homepage,View,26,1
573,50,13,2024-05-19,Checkout,Drop-off,NULL,1
574,69,6,2023-10-05,Homepage,View,56,1
575,98,20,2023-01-30,Homepage,Click,72,1
576,97,17,2025-08-13,ProductPage,Click,68,1
577,1,1,2025-12-17,Homepage,Click,115,1
578,84,18,2025-04-17,Checkout,Purchase,109,1
579,76,6,2024-02-18,homepage,View,55,1
580,90,16,2025-01-04,Homepage,Click,237,1
581,99,9,2023-02-11,ProductPage,Click,48,1
582,59,2,2024-06-06,ProductPage,Click,61,1
583,73,15,2023-10-24,Homepage,View,96,1
584,75,7,2023-03-19,Homepage,View,167,1
585,2,9,2023-01-12,Homepage,View,250,1
586,68,5,2024-08-06,Homepage,View,214,1
587,73,20,2025-01-19,Homepage,Click,210,1
588,49,4,2025-09-28,Checkout,Purchase,178,1
589,93,11,2024-11-11,Homepage,View,190,1
590,34,10,2024-05-25,Homepage,View,124,1
591,52,6,2023-06-29,Homepage,Click,171,1
592,53,14,2023-03-20,ProductPage,Click,250,1
593,68,11,2024-01-20,Checkout,Purchase,201,1
594,55,1,2025-05-27,Homepage,Click,88,1
595,100,8,2025-04-17,homepage,Click,95,1
596,54,20,2024-03-16,ProductPage,Click,18,1
597,69,16,2025-03-24,productpage,Click,280,1
598,68,1,2025-09-26,Homepage,View,135,1
599,80,16,2025-11-12,homepage,View,229,1
600,21,11,2023-03-16,Homepage,View,123,1
601,67,1,2024-01-01,ProductPage,View,15,1
602,13,13,2024-11-05,Homepage,View,98,1
603,59,7,2025-05-14,Homepage,View,214,1
604,45,16,2025-07-30,productpage,View,261,1
605,91,4,2025-07-27,ProductPage,View,252,1
606,74,3,2023-04-26,ProductPage,View,108,1
607,38,18,2023-12-10,Checkout,Drop-off,NULL,1
608,74,3,2024-12-10,ProductPage,View,201,1
609,36,14,2023-12-23,ProductPage,View,117,1
610,13,6,2023-02-24,Checkout,Drop-off,NULL,1
611,11,13,2025-08-30,ProductPage,View,196,1
612,75,4,2025-05-26,ProductPage,View,106,1
613,10,7,2023-10-17,Homepage,View,245,1
614,52,3,2025-10-10,Homepage,Click,170,1
615,44,11,2025-11-28,Homepage,Click,245,1
616,64,16,2023-03-07,Checkout,Purchase,214,1
617,69,8,2024-08-21,ProductPage,View,228,1
618,34,20,2024-10-07,Homepage,View,103,1
619,23,10,2023-03-21,ProductPage,View,300,1
620,99,1,2024-07-05,ProductPage,View,226,1
621,66,8,2023-08-11,Homepage,View,137,1
622,72,8,2023-07-19,Homepage,View,169,1
623,58,20,2024-01-23,ProductPage,View,184,1
624,46,17,2024-02-17,Homepage,View,33,1
625,57,1,2023-06-15,ProductPage,View,198,1
626,75,10,2023-09-16,Checkout,Drop-off,NULL,1
627,94,7,2024-09-09,ProductPage,View,271,1
628,38,3,2024-02-08,Checkout,Drop-off,NULL,1
629,96,2,2025-10-09,ProductPage,View,196,1
630,63,7,2025-03-14,Homepage,Click,134,1
631,30,4,2025-09-28,Homepage,View,221,1
632,53,3,2024-07-11,Homepage,View,227,1
633,30,3,2023-02-26,Checkout,Drop-off,NULL,1
634,84,5,2025-12-20,homepage,Click,198,1
635,87,1,2025-04-16,Checkout,Purchase,93,1
636,18,12,2023-07-19,Checkout,Drop-off,NULL,1
637,12,20,2024-08-26,Homepage,View,122,1
638,46,11,2023-01-27,Homepage,Click,244,1
639,31,7,2024-06-21,ProductPage,Click,283,1
640,61,15,2024-11-12,ProductPage,Click,255,1
641,88,3,2023-12-15,Homepage,Click,61,1
642,16,15,2025-11-16,ProductPage,Click,248,1
643,59,16,2023-02-15,ProductPage,Click,136,1
644,67,10,2024-05-05,Homepage,Click,95,1
645,76,2,2023-06-19,Checkout,Purchase,108,1
646,68,20,2025-11-04,Homepage,View,62,1
647,15,2,2024-09-22,Homepage,View,96,1
648,93,20,2025-01-13,homepage,View,205,1
649,63,16,2025-12-12,Homepage,View,24,1
650,10,8,2025-06-17,Homepage,View,257,1
651,97,13,2024-06-07,ProductPage,View,13,1
652,95,9,2023-03-31,Homepage,Click,175,1
653,18,16,2024-04-19,productpage,Click,147,1
654,56,17,2024-03-12,ProductPage,Click,267,1
655,74,5,2024-02-11,ProductPage,Click,194,1
656,84,2,2025-10-31,ProductPage,Drop-off,NULL,1
657,55,13,2023-04-08,ProductPage,View,105,1
658,92,9,2023-07-01,ProductPage,View,29,1
659,70,17,2025-05-20,Checkout,Drop-off,NULL,1
660,38,4,2024-01-29,Homepage,View,172,1
661,68,12,2025-04-26,ProductPage,View,149,1
662,73,6,2023-04-26,ProductPage,View,195,1
663,72,6,2025-06-16,Checkout,Drop-off,NULL,1
664,41,18,2025-01-30,ProductPage,View,59,1
664,41,18,2025-01-30,ProductPage,View,59,2
665,64,19,2025-03-24,Homepage,View,114,1
666,67,13,2025-03-24,Homepage,View,172,1
667,55,1,2023-01-28,ProductPage,View,204,1
668,92,3,2023-04-19,checkout,Drop-off,NULL,1
669,52,5,2023-03-01,Homepage,View,173,1
670,15,18,2024-02-28,productpage,View,88,1
671,13,8,2023-12-12,homepage,View,263,1
672,23,11,2024-06-15,Homepage,Click,26,1
673,80,1,2023-04-02,Homepage,View,169,1
674,90,12,2024-06-03,Homepage,Click,83,1
675,35,4,2024-01-03,Homepage,View,268,1
676,67,8,2023-01-15,ProductPage,View,91,1
676,67,8,2023-01-15,ProductPage,View,91,2
677,83,8,2025-12-23,Homepage,Click,262,1
677,83,8,2025-12-23,Homepage,Click,262,2
678,48,19,2025-08-30,Homepage,Click,161,1
679,97,14,2023-08-19,Checkout,Purchase,156,1
680,86,13,2023-10-03,Checkout,Drop-off,NULL,1
681,81,16,2023-01-15,Homepage,Click,290,1
682,5,4,2023-04-20,ProductPage,Click,127,1
683,35,19,2024-04-28,Homepage,View,221,1
684,61,2,2023-05-27,Checkout,Drop-off,NULL,1
685,1,12,2023-07-11,Homepage,View,22,1
686,68,4,2024-07-29,Homepage,View,90,1
687,90,6,2023-09-24,Homepage,View,10,1
687,90,6,2023-09-24,Homepage,View,10,2
688,18,7,2025-05-06,Homepage,View,23,1
689,23,5,2024-01-09,Checkout,Drop-off,NULL,1
690,47,20,2023-01-29,Checkout,Drop-off,NULL,1
691,42,1,2025-04-29,ProductPage,View,196,1
692,20,8,2023-04-19,ProductPage,View,16,1
693,98,16,2025-04-27,ProductPage,View,242,1
694,83,10,2025-10-03,ProductPage,View,138,1
695,37,3,2025-08-31,Homepage,View,268,1
696,61,16,2023-04-19,ProductPage,View,179,1
697,44,15,2024-09-09,Checkout,Drop-off,NULL,1
698,75,5,2025-01-19,ProductPage,View,287,1
699,39,15,2024-01-31,Homepage,View,168,1
700,77,20,2023-09-21,Checkout,Drop-off,NULL,1
701,60,1,2024-12-05,ProductPage,View,163,1
702,13,2,2023-01-28,ProductPage,View,161,1
703,60,16,2023-08-30,Homepage,View,23,1
703,60,16,2023-08-30,Homepage,View,23,2
704,14,13,2023-08-24,Checkout,Drop-off,NULL,1
705,26,2,2025-01-01,ProductPage,View,124,1
706,96,1,2025-05-18,Homepage,View,98,1
707,69,4,2024-02-29,Homepage,Click,199,1
708,63,16,2023-11-24,Homepage,Click,145,1
709,6,13,2024-04-28,Homepage,Click,196,1
710,82,19,2024-07-28,Homepage,View,252,1
711,87,6,2023-07-11,ProductPage,View,108,1
712,56,17,2025-09-06,Homepage,Click,26,1
713,45,15,2025-10-06,Homepage,View,22,1
714,86,18,2024-04-23,ProductPage,View,183,1
715,87,4,2025-07-03,Homepage,View,69,1
716,93,6,2023-06-29,ProductPage,View,35,1
717,33,11,2023-06-20,Checkout,Drop-off,NULL,1
718,60,13,2023-09-22,Homepage,Click,179,1
719,91,18,2024-02-18,Homepage,View,182,1
720,16,11,2023-09-03,Homepage,View,195,1
721,68,9,2024-02-14,ProductPage,View,163,1
722,48,6,2024-08-04,ProductPage,View,14,1
723,80,7,2024-05-09,Homepage,View,258,1
724,26,19,2024-08-25,Homepage,Click,286,1
725,58,16,2025-04-28,ProductPage,Click,45,1
726,32,2,2024-12-03,homepage,Click,118,1
727,48,19,2023-02-15,Homepage,View,98,1
728,29,19,2024-09-12,Homepage,View,159,1
729,59,13,2023-01-21,ProductPage,View,139,1
730,23,13,2023-06-10,Checkout,Drop-off,NULL,1
731,30,9,2023-06-18,productpage,View,49,1
732,68,16,2023-03-12,ProductPage,View,213,1
733,83,16,2023-09-28,ProductPage,View,262,1
734,73,12,2023-01-28,Homepage,View,175,1
735,73,17,2024-08-17,homepage,View,254,1
736,24,3,2024-12-25,ProductPage,View,226,1
737,46,14,2024-09-05,Checkout,Drop-off,NULL,1
738,73,3,2025-11-16,ProductPage,View,274,1
739,32,7,2023-05-28,Checkout,Drop-off,NULL,1
740,66,6,2025-05-03,Homepage,Click,16,1
741,49,1,2025-11-04,ProductPage,Click,35,1
742,8,9,2023-06-04,Homepage,View,79,1
743,20,17,2025-04-07,ProductPage,View,283,1
744,78,1,2024-06-27,Checkout,Drop-off,NULL,1
745,44,1,2023-06-15,Homepage,Click,115,1
746,32,20,2024-08-25,Homepage,View,127,1
746,32,20,2024-08-25,Homepage,View,127,2
747,61,10,2025-12-28,Homepage,View,184,1
748,10,16,2023-11-16,Homepage,View,246,1
749,86,17,2023-06-18,Checkout,Drop-off,NULL,1
750,26,8,2025-02-19,Checkout,Drop-off,NULL,1
751,39,3,2024-05-20,Checkout,Drop-off,NULL,1
752,71,20,2024-06-29,Homepage,View,178,1
753,62,5,2025-09-05,Homepage,View,84,1
754,23,2,2025-08-17,Homepage,View,168,1
755,87,4,2023-07-15,ProductPage,View,111,1
756,13,3,2024-08-20,Checkout,Drop-off,NULL,1
757,65,4,2025-07-04,Homepage,View,153,1
758,39,19,2024-06-07,Checkout,Drop-off,NULL,1
759,25,19,2024-10-31,ProductPage,View,87,1
760,14,3,2024-04-22,ProductPage,View,227,1
761,68,11,2025-08-06,Checkout,Drop-off,NULL,1
762,1,19,2024-06-07,Checkout,Drop-off,NULL,1
763,84,7,2023-05-10,ProductPage,View,15,1
764,28,6,2023-07-28,Homepage,View,271,1
765,70,3,2024-05-28,ProductPage,View,87,1
766,15,7,2025-07-04,Checkout,Drop-off,NULL,1
767,32,20,2024-06-13,homepage,View,191,1
768,70,19,2025-12-20,checkout,Drop-off,NULL,1
769,60,5,2025-03-21,Homepage,View,12,1
770,62,1,2025-02-02,Homepage,Click,113,1
771,67,10,2024-12-11,productpage,Drop-off,NULL,1
772,45,12,2024-05-22,ProductPage,View,252,1
773,28,10,2025-02-10,ProductPage,View,102,1
774,76,3,2024-09-23,Checkout,Drop-off,NULL,1
775,75,4,2023-07-10,ProductPage,View,224,1
776,83,16,2025-07-21,Checkout,Drop-off,NULL,1
777,81,17,2024-06-08,Homepage,View,210,1
778,25,10,2025-02-19,ProductPage,View,264,1
779,18,1,2024-02-29,Homepage,Click,113,1
780,67,4,2024-01-03,ProductPage,Click,131,1
781,99,2,2024-07-14,Homepage,Click,233,1
782,94,7,2024-07-10,Homepage,View,230,1
783,76,6,2025-02-08,Homepage,View,22,1
784,96,16,2024-09-20,Homepage,View,13,1
785,21,14,2024-03-31,Checkout,Drop-off,NULL,1
786,38,8,2024-01-04,Checkout,Drop-off,NULL,1
787,13,2,2024-03-23,ProductPage,View,118,1
788,96,13,2025-11-01,Checkout,Drop-off,NULL,1
789,12,7,2023-10-22,Homepage,Click,246,1
790,81,9,2023-12-03,Homepage,Click,187,1
791,69,5,2025-06-14,Homepage,View,111,1
792,72,4,2024-12-29,Homepage,View,294,1
793,22,13,2025-09-24,Homepage,View,238,1
794,57,7,2025-09-14,Checkout,Drop-off,NULL,1
795,64,1,2023-01-13,Homepage,View,118,1
796,34,14,2024-06-06,ProductPage,View,277,1
797,85,10,2023-10-31,Checkout,Drop-off,NULL,1
798,38,18,2023-11-30,Checkout,Drop-off,NULL,1
799,95,8,2024-05-26,Homepage,View,204,1
800,97,1,2023-04-05,Checkout,Drop-off,NULL,1
801,42,17,2025-03-02,ProductPage,View,282,1
802,61,8,2025-05-06,Homepage,View,257,1
803,79,9,2025-10-07,ProductPage,View,292,1
804,69,1,2024-10-02,ProductPage,View,226,1
805,99,7,2024-12-21,Homepage,View,137,1
806,39,15,2025-11-05,ProductPage,View,166,1
807,8,16,2024-06-07,Homepage,Click,94,1
808,24,16,2025-04-30,ProductPage,Click,276,1
809,27,17,2025-05-06,Checkout,Purchase,196,1
810,37,18,2023-12-26,ProductPage,View,87,1
811,30,6,2024-08-18,Homepage,View,55,1
812,49,9,2023-11-26,Homepage,View,191,1
813,23,1,2023-04-06,Checkout,Drop-off,NULL,1
814,53,10,2025-07-11,Homepage,Click,63,1
815,100,10,2023-07-18,Checkout,Purchase,167,1
816,1,20,2023-12-17,Homepage,Click,71,1
817,98,2,2024-12-23,checkout,Purchase,46,1
818,80,3,2023-04-24,Homepage,View,206,1
819,24,9,2025-01-25,Homepage,Click,144,1
820,19,1,2024-03-24,Homepage,Click,90,1
821,96,12,2024-07-28,Checkout,Purchase,82,1
822,84,12,2025-05-19,Homepage,Click,211,1
823,95,10,2024-01-18,Checkout,Purchase,279,1
824,73,4,2025-04-03,ProductPage,View,130,1
825,22,4,2025-10-31,ProductPage,View,80,1
826,18,4,2024-10-23,ProductPage,View,27,1
827,78,20,2024-10-23,ProductPage,View,68,1
828,84,3,2025-04-09,Checkout,Drop-off,NULL,1
829,8,8,2023-03-21,Homepage,Click,295,1
830,61,19,2024-04-27,Homepage,Click,223,1
831,42,3,2025-02-17,Homepage,View,257,1
832,2,15,2023-11-26,ProductPage,View,14,1
833,10,13,2024-09-07,Homepage,View,223,1
834,79,15,2024-10-19,ProductPage,View,12,1
835,87,1,2024-09-30,ProductPage,View,84,1
836,54,8,2025-02-22,ProductPage,View,94,1
837,64,10,2025-10-02,Homepage,Click,233,1
838,82,13,2023-01-05,ProductPage,Click,267,1
839,40,4,2023-08-13,Homepage,View,59,1
840,70,17,2025-04-10,ProductPage,View,231,1
841,27,6,2025-10-18,ProductPage,View,244,1
841,27,6,2025-10-18,ProductPage,View,244,2
842,34,9,2025-01-30,Homepage,View,39,1
843,12,10,2023-08-08,ProductPage,View,30,1
844,82,16,2023-08-09,ProductPage,View,162,1
845,68,20,2025-08-05,Homepage,Click,236,1
846,43,10,2024-03-21,Homepage,View,99,1
847,47,10,2025-08-20,Checkout,Drop-off,NULL,1
848,83,16,2024-01-03,Checkout,Drop-off,NULL,1
849,21,15,2025-09-27,Homepage,View,177,1
850,5,15,2023-08-04,ProductPage,View,87,1
851,88,10,2023-08-10,Homepage,View,195,1
852,12,9,2024-10-14,checkout,Drop-off,NULL,1
853,69,12,2024-11-02,ProductPage,View,91,1
853,69,12,2024-11-02,ProductPage,View,91,2
854,59,8,2023-08-12,ProductPage,View,40,1
855,96,1,2025-02-20,Homepage,View,129,1
856,77,5,2024-12-09,Homepage,View,75,1
857,51,13,2023-07-18,checkout,Drop-off,NULL,1
858,25,7,2023-06-12,Checkout,Drop-off,NULL,1
859,27,4,2023-07-11,homepage,Click,249,1
860,37,8,2025-04-29,Checkout,Drop-off,NULL,1
861,86,4,2024-12-18,Homepage,View,200,1
862,46,9,2024-07-05,Homepage,View,269,1
863,43,6,2023-08-13,ProductPage,View,208,1
864,89,19,2023-06-28,Checkout,Drop-off,NULL,1
865,78,1,2023-06-19,ProductPage,View,65,1
866,17,19,2024-01-01,Homepage,View,204,1
867,10,4,2024-01-11,Homepage,View,219,1
868,29,4,2025-11-25,Homepage,Click,41,1
869,81,6,2023-11-13,ProductPage,Click,87,1
870,16,16,2025-08-21,ProductPage,Click,35,1
871,60,19,2024-07-21,ProductPage,Click,57,1
872,85,19,2024-11-05,ProductPage,Click,61,1
873,52,15,2023-04-04,ProductPage,Click,74,1
874,20,4,2024-12-17,Checkout,Purchase,296,1
875,90,17,2023-01-25,Checkout,Drop-off,NULL,1
876,32,17,2025-02-04,Homepage,View,211,1
877,2,14,2025-11-14,Checkout,Drop-off,NULL,1
878,68,7,2023-06-14,ProductPage,View,67,1
879,64,15,2023-03-20,checkout,Drop-off,NULL,1
880,85,2,2023-05-18,Homepage,Click,93,1
881,97,9,2024-03-16,Checkout,Purchase,180,1
882,54,16,2023-11-28,ProductPage,View,56,1
883,34,20,2023-04-01,ProductPage,View,276,1
884,49,19,2025-01-30,Checkout,Drop-off,NULL,1
885,76,4,2025-08-04,Checkout,Drop-off,NULL,1
886,48,9,2023-02-26,Homepage,View,237,1
887,62,7,2023-01-23,Checkout,Drop-off,NULL,1
888,20,8,2025-09-04,ProductPage,View,123,1
889,87,5,2024-09-13,Homepage,View,27,1
890,92,10,2023-09-13,Homepage,Click,259,1
891,58,17,2025-02-26,Homepage,View,182,1
892,32,11,2024-06-17,Homepage,View,118,1
893,53,12,2025-03-26,ProductPage,View,176,1
894,63,2,2024-08-20,Homepage,Click,193,1
895,27,13,2025-10-05,Homepage,View,232,1
896,8,16,2023-06-26,productpage,View,273,1
897,19,1,2024-05-07,Homepage,View,236,1
898,94,15,2025-10-14,Homepage,Click,95,1
899,44,9,2024-10-05,Checkout,Purchase,170,1
900,68,9,2023-05-01,Homepage,View,119,1
901,95,20,2023-05-11,Checkout,Drop-off,NULL,1
902,57,8,2023-09-08,Homepage,View,159,1
903,38,13,2024-07-03,Homepage,View,270,1
904,50,8,2023-06-13,Homepage,Click,200,1
905,92,6,2024-10-04,Homepage,View,97,1
906,55,1,2024-05-04,Homepage,View,89,1
907,28,17,2025-11-30,ProductPage,View,180,1
908,45,7,2023-07-12,ProductPage,View,107,1
909,55,12,2023-11-20,Checkout,Drop-off,NULL,1
910,85,11,2023-09-26,ProductPage,View,33,1
911,57,20,2023-01-23,Homepage,View,209,1
911,57,20,2023-01-23,Homepage,View,209,2
912,51,15,2025-03-08,Homepage,Click,176,1
913,60,12,2025-04-16,Homepage,View,265,1
914,53,16,2024-12-30,Checkout,Drop-off,NULL,1
915,69,18,2025-07-16,ProductPage,View,276,1
916,49,18,2024-10-29,Homepage,Click,187,1
917,4,19,2023-10-08,ProductPage,Click,55,1
918,92,9,2024-01-19,Checkout,Drop-off,NULL,1
919,24,3,2024-07-10,ProductPage,View,158,1
920,20,11,2025-12-04,Checkout,Drop-off,NULL,1
921,57,10,2025-01-28,homepage,View,156,1
922,4,4,2024-08-02,ProductPage,View,178,1
923,68,9,2023-06-03,Homepage,Click,288,1
924,35,20,2023-04-27,Homepage,Click,70,1
925,36,7,2024-07-10,Homepage,View,82,1
926,20,1,2024-01-27,Homepage,Click,79,1
927,87,6,2025-07-12,Homepage,Click,295,1
928,73,4,2025-01-19,ProductPage,Click,17,1
929,79,19,2023-03-01,Homepage,View,218,1
930,36,7,2023-09-06,ProductPage,View,149,1
931,88,2,2023-11-14,Homepage,View,194,1
932,72,7,2025-05-03,Homepage,Click,98,1
933,67,1,2024-12-02,ProductPage,Click,237,1
934,47,20,2023-08-02,ProductPage,Click,85,1
935,48,3,2025-07-02,ProductPage,Click,55,1
936,43,11,2023-07-27,ProductPage,Click,52,1
937,87,4,2025-08-24,Homepage,Click,61,1
938,88,18,2024-09-24,ProductPage,Click,187,1
939,28,14,2024-02-04,ProductPage,Click,226,1
940,84,18,2023-01-21,Homepage,View,286,1
941,83,5,2023-04-16,Homepage,View,125,1
942,59,14,2023-02-26,Checkout,Drop-off,NULL,1
943,81,4,2024-03-19,Checkout,Drop-off,NULL,1
944,79,11,2023-05-30,ProductPage,View,79,1
945,79,5,2024-12-07,ProductPage,View,261,1
946,55,7,2024-04-20,homepage,Click,224,1
947,98,3,2024-01-15,productpage,Click,38,1
948,30,7,2025-03-24,ProductPage,Click,27,1
949,54,19,2025-01-07,Homepage,Click,138,1
950,35,14,2023-04-07,Checkout,Purchase,171,1
951,36,13,2024-05-17,Checkout,Drop-off,NULL,1
952,6,11,2024-02-05,Checkout,Drop-off,NULL,1
953,59,9,2024-09-28,Homepage,View,136,1
954,79,17,2024-05-15,Homepage,Click,16,1
955,33,19,2025-05-08,Checkout,Purchase,260,1
956,90,12,2025-01-13,ProductPage,View,62,1
957,98,15,2023-08-07,ProductPage,View,219,1
958,44,6,2023-04-26,Homepage,Click,235,1
959,21,4,2023-07-12,Homepage,View,16,1
960,60,1,2025-02-09,Checkout,Drop-off,NULL,1
961,69,8,2024-11-19,ProductPage,View,278,1
962,34,18,2024-06-09,Homepage,Click,211,1
963,50,11,2024-08-23,Checkout,Purchase,114,1
964,20,2,2024-12-10,ProductPage,View,140,1
965,13,14,2023-12-07,Checkout,Drop-off,NULL,1
966,62,6,2025-01-04,Checkout,Drop-off,NULL,1
967,60,9,2023-06-07,Checkout,Drop-off,NULL,1
968,45,9,2024-06-20,Homepage,Click,10,1
969,48,11,2024-02-28,Checkout,Purchase,174,1
970,22,19,2023-08-19,Homepage,View,199,1
971,100,14,2024-09-20,ProductPage,View,100,1
972,100,9,2023-02-28,Checkout,Drop-off,NULL,1
973,91,7,2024-08-04,Homepage,View,82,1
974,61,5,2025-06-21,Homepage,Click,138,1
975,25,18,2025-08-18,Homepage,Click,134,1
976,76,5,2023-07-05,Homepage,View,187,1
977,58,4,2023-01-22,ProductPage,View,294,1
978,59,13,2025-09-07,Checkout,Drop-off,NULL,1
979,30,8,2023-04-20,Homepage,Click,13,1
980,95,7,2023-02-11,Checkout,Purchase,119,1
981,63,14,2023-10-01,Homepage,View,292,1
982,33,20,2023-05-30,Homepage,Click,78,1
983,76,7,2024-08-21,productpage,Click,154,1
984,57,14,2024-01-01,homepage,Click,200,1
985,20,3,2025-01-13,ProductPage,Click,283,1
986,65,12,2024-04-13,ProductPage,Click,141,1
987,19,10,2024-08-03,Homepage,View,227,1
988,39,5,2025-03-18,Homepage,Click,296,1
989,77,19,2025-10-26,ProductPage,Click,157,1
990,82,8,2024-03-03,Homepage,View,120,1
991,11,4,2023-10-22,ProductPage,View,273,1
992,84,15,2024-01-27,ProductPage,View,49,1
993,44,16,2023-06-19,Homepage,Click,153,1
994,93,3,2024-03-09,Homepage,View,288,1
995,8,17,2025-09-29,ProductPage,View,135,1
996,54,4,2023-12-18,Homepage,Click,197,1
997,88,1,2024-02-20,ProductPage,Click,84,1
998,38,19,2023-11-11,Homepage,View,127,1
999,41,17,2024-11-23,ProductPage,View,290,1
1000,69,8,2023-11-22,Homepage,Click,272,1
1001,78,2,2023-08-19,ProductPage,Click,108,1
1002,91,3,2024-02-02,Homepage,Click,291,1
1003,86,13,2024-03-28,Homepage,Click,64,1
1004,7,15,2024-05-10,Homepage,View,23,1
1005,61,11,2023-04-04,Checkout,Drop-off,NULL,1
1006,70,6,2024-08-05,ProductPage,View,163,1
1007,36,4,2025-08-18,Homepage,View,21,1
1008,4,11,2024-02-01,Homepage,Click,219,1
1009,12,19,2025-03-29,Checkout,Drop-off,NULL,1
1010,94,3,2025-05-07,Checkout,Drop-off,NULL,1
1011,98,17,2023-07-03,ProductPage,View,180,1
1012,39,6,2024-04-01,ProductPage,View,118,1
1013,21,20,2023-04-15,ProductPage,View,201,1
1014,95,20,2024-02-28,Homepage,Click,175,1
1015,8,11,2024-01-14,Checkout,Purchase,98,1
1016,47,20,2025-01-19,Homepage,View,181,1
1017,89,5,2025-05-07,ProductPage,View,161,1
1018,32,15,2025-09-25,Checkout,Drop-off,NULL,1
1019,22,14,2025-07-20,Homepage,View,100,1
1020,78,13,2023-09-30,ProductPage,View,37,1
1021,90,19,2023-11-01,Checkout,Drop-off,NULL,1
1022,52,12,2025-11-08,Homepage,View,64,1
1023,61,4,2024-01-27,ProductPage,View,265,1
1024,77,8,2024-03-29,Homepage,View,55,1
1025,53,13,2025-12-03,Checkout,Drop-off,NULL,1
1026,70,16,2023-02-14,ProductPage,View,109,1
1027,44,9,2023-06-12,Homepage,View,76,1
1028,38,13,2023-10-28,Homepage,View,122,1
1029,32,2,2023-08-04,ProductPage,View,149,1
1030,60,20,2024-04-20,ProductPage,View,201,1
1031,87,13,2023-04-18,Checkout,Drop-off,NULL,1
1032,82,14,2024-05-28,Homepage,Click,244,1
1033,75,11,2024-08-14,ProductPage,Click,234,1
1034,53,3,2024-10-28,ProductPage,Click,72,1
1035,82,6,2024-08-19,Homepage,Click,124,1
1036,22,7,2023-04-11,ProductPage,Click,30,1
1037,35,10,2024-08-02,Checkout,Purchase,289,1
1038,71,2,2025-11-05,ProductPage,View,208,1
1039,68,10,2024-09-09,Checkout,Drop-off,NULL,1
1040,83,9,2023-05-15,Checkout,Drop-off,NULL,1
1041,38,9,2024-09-16,ProductPage,View,34,1
1042,36,12,2025-10-27,Homepage,Click,246,1
1043,31,2,2025-09-11,Checkout,Purchase,249,1
1044,37,10,2024-01-17,ProductPage,View,251,1
1044,37,10,2024-01-17,ProductPage,View,251,2
1045,95,12,2024-07-14,Checkout,Drop-off,NULL,1
1046,64,5,2024-03-09,ProductPage,View,271,1
1047,92,18,2023-02-21,ProductPage,View,98,1
1048,71,16,2023-06-09,Checkout,Drop-off,NULL,1
1049,50,17,2025-02-02,Homepage,View,245,1
1050,67,12,2023-06-22,ProductPage,View,72,1
1051,97,15,2025-12-01,Homepage,View,268,1
1052,58,13,2024-06-16,ProductPage,View,299,1
1053,29,12,2025-02-02,Homepage,View,251,1
1054,30,10,2023-11-18,ProductPage,View,110,1
1055,8,4,2024-12-29,ProductPage,View,133,1
1056,12,15,2025-03-31,ProductPage,View,145,1
1057,96,13,2023-01-12,Homepage,Click,187,1
1058,19,13,2023-03-15,Homepage,Click,178,1
1059,30,12,2023-01-19,ProductPage,Click,128,1
1060,8,13,2023-03-29,Homepage,Click,264,1
1061,56,10,2024-09-28,Homepage,View,105,1
1062,13,2,2025-12-14,Homepage,Click,21,1
1063,44,18,2024-01-03,Checkout,Purchase,208,1
1064,28,17,2025-08-02,Checkout,Drop-off,NULL,1
1065,44,1,2024-03-21,Homepage,Click,81,1
1066,37,6,2024-08-30,Homepage,View,232,1
